,cg03172657,cg02691035,cg08316009,cg08935864,cg07215234,cg00623015,cg06934654,cg10512427,cg07944420,cg06245181,cg10453148,cg26436136,cg21450829,cg27324128,cg17701886,cg01720186,cg15510249,cg19998675,cg04468081,cg25888700,cg01891172,cg01828474,cg20312916,cg06775759,cg21655480,cg13779868,cg14426660,cg24068468,cg27367170,cg15858166,cg26691533,cg07433411,cg15780870,cg00055764,cg17766305,cg05339066,cg06118999,cg18192294,cg06981182,cg11861709,cg06079710,cg15972243,cg18874394,cg24420726,cg25690202,cg21515023,cg08295072,cg21612170,cg08934976,cg06942978,cg24908166,cg24131141,cg01256882,cg27298526,cg06560300,cg06674436,cg11832804,cg08994336,cg07728485,cg13995918,cg04524431,cg25518571,cg17765437,cg06904408,cg03341025,cg02153334,cg16750953,cg22612590,cg13241681,cg23320987,cg14161477,cg21561701,cg03479204,cg08699341,cg13461813,cg04777612,cg13162581,cg05647756
A11,0.946732167531073,0.937704334814797,0.920742295479465,0.92857428438327,0.97584020680412,0.974195684061404,0.963324903725112,0.923909973430173,0.935614386760517,0.933608559183392,0.960007502685101,0.416762346603061,0.416617171447417,0.155322700958389,0.05638403028016,0.109647285780763,0.050184908624046,0.154634011632183,0.177187286316033,0.861949583370346,0.907840412545867,0.899651406426854,0.7763682786818,0.646936259692237,0.887256921623167,0.529698211091378,0.125753613037669,0.065722228497405,0.048398358744839,0.865862822001746,0.738125857888793,0.759766675436873,0.769529461620415,0.692003954576533,0.162102379869639,0.414790441947135,0.575248995208392,0.423354534095959,0.691510368813472,0.454698105083646,0.547752350990997,0.528536268613329,0.279471861343879,0.207330008280889,0.281114932487266,0.936749445651565,0.927688859890601,0.904271550819723,0.962003725376415,0.878492345652618,0.967421990011347,0.963722022672587,0.864959354487933,0.90571737650248,0.956200132856551,0.986268644926793,0.981484016879357,0.971940918298733,0.971623139002588,0.970238374992691,0.905350083945025,0.972652945708808,0.903695259442989,0.968869885716992,0.858000018034036,0.932163250698836,0.928834153612989,0.702593037052827,0.077745067846793,0.915520968407955,0.980507801529612,0.913479168193679,0.929011932150829,0.858246142778997,0.624383546884956,0.243127458420691,0.175325988830766,0.273368186413311
A12,0.957270179291371,0.888243909161156,0.823572818029477,0.901342180955443,0.985624122671371,0.638834089439744,0.968589833980933,0.926153017269045,0.933631340074728,0.889469861713577,0.916598981643046,0.191564003075374,0.293889486915368,0.172447956765053,0.062875540784355,0.07276040815377,0.049503711221171,0.076872114924319,0.205609629927764,0.831674430790143,0.826432391582397,0.829169460577304,0.69999727793132,0.668971665771386,0.883883300649894,0.222839557910275,0.120353381641055,0.033987637523262,0.025628530450711,0.787207397401359,0.812599670815255,0.987575151742355,0.98881825321309,0.628812644622853,0.277451370667193,0.338853731661551,0.41440385903017,0.207205013403751,0.564808759572959,0.40615736302286,0.667549279072717,0.761997978761333,0.342917304156652,0.327223800834683,0.330131842436056,0.948833128413562,0.917904670525315,0.907240149275868,0.965426566711855,0.931717051665842,0.966842670317391,0.952226348561211,0.905756775017988,0.963217247450897,0.976646135333558,0.99020025381056,0.953373109969044,0.976458204308201,0.98409594771356,0.984132637295965,0.955815909025099,0.917808331085346,0.85546898760492,0.636729744389269,0.66711346604234,0.518945499732471,0.920229322518804,0.529904375422962,0.162453525476305,0.219905040236557,0.402209575766754,0.034364909428451,0.083973404727559,0.033470361682287,0.244069109902038,0.984697976127215,0.980251912736335,0.885552578596541
A13,0.940021822572015,0.957585285824829,0.865523740146292,0.87503103703986,0.967740383009764,0.95540395441185,0.969098170900998,0.918704429991303,0.902199782095179,0.946691492129888,0.969488909762484,0.064174497755715,0.091015836909341,0.086244631657442,0.053283365114667,0.054767228637266,0.045109663862868,0.060206549842875,0.080684013004446,0.977775093189945,0.971967396080471,0.989982750838564,0.964353629926651,0.957957925237673,0.946816193646468,0.382758104385048,0.123622101751012,0.059840141172744,0.026886981881517,0.775052411259694,0.632325643583283,0.81672873841218,0.828469064533731,0.937390322406607,0.083612481489408,0.627040465403936,0.586216151271064,0.408948827947594,0.72086615499374,0.604706589557244,0.793191064143057,0.672288977922861,0.191310811433372,0.086470536392411,0.10733617172406,0.974209341892009,0.93795365938425,0.908750476618336,0.971178703045201,0.943706815238745,0.982628686814095,0.946817965681874,0.900060172971777,0.963420790293452,0.976406190861402,0.987451780715752,0.965343286469104,0.977741821045899,0.985622125453563,0.979528821558942,0.965671566479346,0.979704527460159,0.928175241145045,0.96206136922202,0.786037180480506,0.885723749774314,0.940561925557157,0.477912635059675,0.286211546356871,0.713506925545631,0.74359651388614,0.312991241293378,0.447865923932573,0.18616821680601,0.619382024158911,0.987434939281959,0.986357515852483,0.938251268864186
A14,0.972962631258569,0.946218377897604,0.948308768971743,0.933701181327212,0.982951386695595,0.793193716521056,0.984556732833885,0.940218069913275,0.918640569613643,0.848797437238985,0.953869319154967,0.215772086051797,0.106960889403823,0.087716760895382,0.041319883620259,0.052156449796311,0.048852385869398,0.067126052581587,0.090323092045355,0.968214893489495,0.970666724923891,0.978104059672354,0.935077468604856,0.915004891639612,0.918114456267875,0.280270550395482,0.102764963319332,0.053656206896284,0.032381651234085,0.842717776695157,0.799075185577758,0.955164138251609,0.976971712954618,0.768822581668193,0.038613212992939,0.581984377746071,0.528441278374979,0.431203102668285,0.758619245654615,0.649545813474793,0.799149980805276,0.809487671372412,0.155894852364357,0.071037718629099,0.10023303102108,0.979137945335591,0.823019876427121,0.963673129210025,0.967927115677705,0.906184128996721,0.976778518247685,0.969171535531837,0.881805066332877,0.951398412686509,0.985951424664915,0.986309386200088,0.987634517087499,0.980546158517576,0.988676523455208,0.985105986335106,0.974332255939684,0.986755928244775,0.939663558977618,0.958844450739676,0.846498460120541,0.894936332810016,0.923293340128887,0.137832018163967,0.0321219392234,0.683468575898698,0.713466960040171,0.088859525262579,0.180059012122598,0.052442704398249,0.210654313473817,0.28334364973964,0.216403944835454,0.117667324411765
A15,0.961213490279861,0.930583945129013,0.882438701090693,0.888232685362427,0.978230251158347,0.878241467102484,0.966124343237585,0.894259916789475,0.890351734509235,0.738168830440943,0.943852206647484,0.652299245077829,0.480912795014401,0.204459389125308,0.056235129047898,0.088464647663622,0.054115209877331,0.089396844821168,0.909496327978058,0.977947456419107,0.964445995167578,0.919131020998733,0.77241832114637,0.86465043606275,0.658840784908386,0.247449532846852,0.134994714288942,0.038242032399087,0.031528711960091,0.78172399589226,0.856617790218732,0.984804941693362,0.991424155238395,0.919704928849343,0.078926198964687,0.038255245300706,0.079901630985104,0.029708482396435,0.098050326735122,0.090939254465574,0.141038575298859,0.113960816764425,0.663398157876151,0.91813791928766,0.931059443952156,0.129781596267035,0.797078496870973,0.710691413300349,0.892911132765466,0.45481695283209,0.855461353617533,0.399796125865131,0.72495082213438,0.792982836605816,0.912004595755108,0.804141537911403,0.385054103883909,0.952297734272166,0.762075700158465,0.813571775931611,0.737942358665501,0.59359861096374,0.75014338346591,0.681406044651131,0.602405046686702,0.6057844491964,0.401371440170259,0.282961212177557,0.097017777994464,0.948920391317492,0.974004621979976,0.652290140009146,0.712264744422903,0.593313291221976,0.23494971785085,0.989726195895547,0.986247794423409,0.853581970600951
A16,0.948514062566805,0.950070842067686,0.928627467429384,0.933608643213774,0.98561356674919,0.962121805561159,0.974695637952401,0.946731139920039,0.929299736471237,0.921011976085471,0.956782198104983,0.192107727541725,0.256623974822445,0.145838330589511,0.055008049644012,0.09840980606155,0.039355530936808,0.076938715142032,0.10941727532046,0.970971476824376,0.967486416433123,0.983432326386492,0.943577583445739,0.913719132990725,0.944011714603982,0.220145788563321,0.155081459795422,0.024186820140018,0.034076336392067,0.947380340099899,0.893176449632395,0.982133440887059,0.988968389269176,0.921060249916494,0.135952851586418,0.936430451834579,0.929317601556194,0.966255973510357,0.945651309912995,0.851692259945341,0.935623038021669,0.887278416452719,0.112700875959532,0.089982171327905,0.088974855384486,0.972757415302186,0.932483534875266,0.954814418693104,0.961816382520477,0.849858414617658,0.976505991080926,0.96432059127755,0.912464456236091,0.967950643557255,0.980824539211146,0.989354462721524,0.988957317318252,0.97611697759974,0.987275481351184,0.984596163748166,0.95586611127421,0.979404217176587,0.933759525997944,0.672621194039553,0.821371875552715,0.617799029449385,0.841691718846997,0.602875416765331,0.241606725169681,0.307059834334611,0.286148582948487,0.016518272485535,0.036135584125792,0.022754888554652,0.219279702024736,0.665733048120649,0.605270194613877,0.441445878587629
A17,0.946197541909924,0.876638818441807,0.921895539041269,0.941435559497583,0.97352450631945,0.968596471493122,0.975494921583534,0.944388530504416,0.928327365442712,0.918875073340309,0.892804973086067,0.811155302042973,0.755902447901816,0.485901261198585,0.162430094164068,0.160553698249391,0.086012219479225,0.119623559396573,0.705452519067216,0.782200937560604,0.765489842928298,0.802123101792639,0.640571056416068,0.73585741987095,0.773114487903263,0.524243819830082,0.161863843918471,0.147637697580987,0.090704388023689,0.703815071673745,0.668731508582917,0.668016885584288,0.677523186743558,0.85124575328342,0.255375815130837,0.024552875191035,0.060547613823893,0.027245433756565,0.057763909157529,0.085306127928377,0.081310088875331,0.160022340985193,0.549013773108264,0.646601402550174,0.664959592922704,0.940942525330198,0.935060427280629,0.927113620015246,0.970218524806096,0.935238728848136,0.973913504660725,0.941013241131049,0.884663010094634,0.956489842102909,0.980647241257382,0.985583472668716,0.954070544876407,0.975540154726137,0.979399904904827,0.980345160907909,0.960146617811478,0.947059851956112,0.751075748664278,0.967015196660468,0.718533081540876,0.910786449511426,0.897998959426167,0.638059650899374,0.590825919740117,0.920141577286667,0.987453956427897,0.954700633997086,0.967715472550652,0.945451110488344,0.760014515127921,0.985965343121667,0.984544687371876,0.749297626177274
A18,0.920287831418804,0.829695732536611,0.913900566250031,0.924812337296673,0.95622116737383,0.956238517032055,0.876765271278633,0.923306655983582,0.907680973113532,0.872560271625597,0.958699178452437,0.237077953943228,0.336810907536766,0.146040624885943,0.033382241774155,0.031250962803314,0.028132630969219,0.042572088486169,0.304777312887446,0.915776161918732,0.611716334292816,0.789018213721541,0.552378103380778,0.728607623064019,0.582512007991954,0.196475295472895,0.084971131865986,0.089304995083105,0.055904555082751,0.671644202229321,0.574372814520287,0.620426179378346,0.673159529210032,0.682143107070589,0.076247689855803,0.54801386161711,0.476267475536744,0.423978220864944,0.581830346132672,0.511096404140345,0.722228103559416,0.733174980253802,0.4489899107286,0.434730050765848,0.464113683969519,0.973983820169059,0.82116749538688,0.757703555316721,0.922129049669031,0.525346110765281,0.786482842727499,0.499578792972378,0.747623925305641,0.661082029113088,0.977241712384641,0.983669687495462,0.686363886498559,0.970132527548126,0.795581582303934,0.842984953993736,0.96006105648365,0.945626366336098,0.763923914758219,0.568645042831284,0.412678081331734,0.512681002749749,0.586349909438823,0.318603452541321,0.247885831547535,0.214089150481991,0.502978250355899,0.088276681792583,0.204826603663646,0.112963515447592,0.263105804628527,0.984143129098271,0.982198245532108,0.861111798892597
A19,0.952484736548647,0.965525574702712,0.923926845599429,0.932193592633086,0.976588236081576,0.951374873781418,0.974279360734992,0.934102137561209,0.914637174405911,0.950083035550673,0.946499797064256,0.2634833466298,0.101867892412594,0.085964833170126,0.036161573214191,0.060890696478736,0.030002560781091,0.057571719755994,0.120306754306177,0.970952785517961,0.967325825501021,0.972670466505798,0.897292905211044,0.858901377750503,0.913831855843959,0.493588919741295,0.095979908944662,0.125274928166513,0.058808716985506,0.906438299896481,0.721280592091925,0.986893001443576,0.990463199786461,0.93913458153594,0.225504393101993,0.924147298637286,0.896294826873531,0.87627480336301,0.931642133068197,0.817311513212041,0.89167274604096,0.935939143916963,0.1821244061941,0.16956114203864,0.197056728604933,0.896143071301648,0.892531652807334,0.938451703773918,0.973780119244045,0.97484174633034,0.977396459319992,0.980255172896631,0.854949551103564,0.955984898303799,0.981388487111072,0.988630425856028,0.981351151974372,0.978771526921684,0.984347099337199,0.9805702103128,0.967090547569474,0.933908177007205,0.932593102376619,0.977955387955757,0.696158518072294,0.965801145503851,0.937305253842888,0.158475432740057,0.039890197342245,0.878504357642693,0.95942962833014,0.335274294195383,0.438777508584656,0.268560230133111,0.16553005896183,0.987116810334123,0.984052045095617,0.979010521148627
A20,0.953215284543442,0.960713297778776,0.911716047737263,0.938454599927692,0.986311189021968,0.971549116038009,0.977960462276554,0.945252394637803,0.932538506458319,0.980509627060072,0.97131888344971,0.249571705032546,0.321460209268576,0.208282033903444,0.076858375796324,0.108539931443718,0.057519987057252,0.118971466126813,0.132114939416669,0.8983874977395,0.916911538037077,0.906266744073743,0.750418246896681,0.747592901622526,0.930805260894983,0.423100807556222,0.165653246349845,0.02904467637931,0.035924182146315,0.939669005777925,0.887827638690083,0.989013594963896,0.991892777766416,0.918131832115673,0.138896307378787,0.868572507173743,0.875922532140131,0.898099270197454,0.899283478625741,0.862546309162422,0.911433374183102,0.861838539589484,0.367659154400205,0.299990431179487,0.328798094191378,0.959981848364014,0.946508022154252,0.938409199084624,0.972323988807015,0.973364710020475,0.981538334773993,0.939944932501611,0.94706727905907,0.944530788521262,0.965042297782342,0.988242276269291,0.985659049224835,0.969903521287767,0.98365185379089,0.979617028052183,0.953633454624116,0.981529681755321,0.956209276336148,0.975287838752842,0.831961522682195,0.962469443883792,0.953986421847481,0.573044517374333,0.110132882251058,0.202162869965466,0.269284546395128,0.026966425216668,0.056455224021809,0.019807561772531,0.273035516478039,0.983899395505628,0.978618884620567,0.95229846152433
