,cg02691035,cg20312916,cg24068468,cg15858166,cg18874394,cg06674436,cg13241681,cg05647756,target
TARGET-30-PASXHE,0.150149603944979,0.0829884954293392,0.0782326075744326,0.286110598237776,0.6961214935148381,0.137747836428935,0.408830610182288,0.111845474882276,0
TARGET-30-PATCFL,0.487507476020434,0.0274177539315824,0.120281004056427,0.64241001449208,0.9113994274555741,0.7935562782879959,0.9313202895128779,0.7464190859203058,0
TARGET-30-PALBFW,0.5057900997418859,0.291823211690387,0.328417210507513,0.332094215631928,0.909827790279313,0.457790765858655,0.464051017643834,0.366172489895815,0
TARGET-30-PALHVD,0.26942871741487195,0.9054913589344851,0.8589101815050941,0.368724975382037,0.8870711583271709,0.5406759027625999,0.21810166918861,0.5037025105100539,0
TARGET-30-PALIIN,0.9095325100693871,0.263301804079346,0.6754117970086971,0.41854393172867405,0.8828597167721859,0.45619898244286106,0.459379357708097,0.291571476513885,0
TARGET-30-PAMYCE,0.14073729302507199,0.0294373257253716,0.292988351519012,0.145894792626513,0.885438568989006,0.49427870438948707,0.116194040579388,0.10638889667897199,0
TARGET-30-PANBSP,0.978212772921816,0.6916689296779859,0.9172752134511569,0.927134661280087,0.9196737421909301,0.5870479123977571,0.9710070993444301,0.9816791748389531,0
TARGET-30-PANRHJ,0.8254588600634991,0.8209873149359781,0.323312924143503,0.5235023068110349,0.7336107588722199,0.39931660651256606,0.411469148306318,0.8169865217174309,0
TARGET-30-PANRRW,0.625052495562118,0.0381961737076324,0.5607941144732901,0.371591971294331,0.9195366023918331,0.986673942598294,0.493455643896219,0.44463860366333097,0
TARGET-30-PANZPV,0.43816311546467207,0.24346736215172102,0.644689673638943,0.414872149438983,0.8704549815674709,0.5710862502400931,0.912434820943364,0.5113522744440411,0
TARGET-30-PAPBGH,0.97586502511151,0.7832324190746071,0.0268115736780868,0.7062758103173141,0.259372303913308,0.9898562921128701,0.6167337392805121,0.9638130533750521,0
TARGET-30-PAPHPE,0.797387291778578,0.0344983797404684,0.4076521408070129,0.28218815094099703,0.927615691632983,0.732180207573251,0.207293708142749,0.357807286624615,0
TARGET-30-PAPKXS,0.9646878708335981,0.488472545156851,0.8843699935416959,0.53072112415015,0.9596935466925,0.104692414892387,0.6311136918303051,0.570127413238034,0
TARGET-30-PAPSKM,0.6185121479534139,0.032282427528694,0.563694710133725,0.44811333944288,0.856120029547574,0.9868095447513209,0.548131197767632,0.392784714867199,0
TARGET-30-PAPTLD,0.47071357024675897,0.359877206164109,0.27734523773914194,0.48794528198111103,0.822674453120081,0.527826719156706,0.428200259202897,0.406016035501956,0
TARGET-30-PAPUWY,0.28789846554409804,0.507383325723605,0.33647795738454805,0.239640297468952,0.8443913223877769,0.476677114251969,0.82443068858558,0.39528546457895397,0
TARGET-30-PARAHE,0.6447590458841129,0.751950100046355,0.0734877120116579,0.495439838214418,0.8124669989799692,0.281656394033589,0.8774971675492791,0.281653410777817,0
TARGET-30-PARBGP,0.16517684530523802,0.0429676409425152,0.882171988484386,0.23713291892265498,0.854054529266858,0.143465620623786,0.970403684812488,0.11745731885746799,0
TARGET-30-PARFWB,0.169393479417384,0.0187900045930482,0.8385236956515799,0.39979583415435205,0.907945741660395,0.28215756988731605,0.48061976122054206,0.2845024707183,0
TARGET-30-PARGDJ,0.38587812159171997,0.15660844172334398,0.130867537602612,0.300946057152343,0.8209220508998292,0.213954903448459,0.284886133697882,0.1746105713227,0
TARGET-30-PARKGJ,0.5132647855396311,0.0394204555948216,0.6737353030833728,0.52169113599395,0.688429760511166,0.144332424747565,0.454722844100058,0.194456370027775,0
TARGET-30-PARSBI,0.547020929082374,0.7903923227912271,0.86944569811718,0.48176279346205,0.5013639704866021,0.49833373016733207,0.6832989158659549,0.223942008400377,0
TARGET-30-PARVME,0.28698419602792496,0.0221843767538585,0.7980623255782969,0.30589440942083507,0.9239809046002639,0.59442678442564,0.57983741271597,0.278664482280492,0
TARGET-30-PARZIP,0.24932408851831303,0.57944226577904,0.454269231867745,0.503538704135803,0.7603877815763721,0.346944867473725,0.282594388327016,0.35754476366261795,0
TARGET-30-PASATK,0.16092272698583898,0.8005578882476372,0.68014405056362,0.36771058337553797,0.9032179381593679,0.547043927841515,0.36332549022484706,0.17884712629273702,0
TARGET-30-PASCUF,0.159568133479763,0.0264073135937913,0.860002174578629,0.403681284153257,0.46973156126799503,0.67804242250803,0.8925523077486759,0.413288152761814,0
TARGET-30-PASGPY,0.268850667483445,0.140710649334286,0.8325321491816229,0.8516458490248141,0.348036604930209,0.269996930064418,0.953101160592152,0.329529265118073,0
TARGET-30-PASKJX,0.243299161994882,0.8111327755578859,0.8870124089259079,0.488411403027355,0.8916144732232231,0.276906796922116,0.43010203480409004,0.191275741157545,0
TARGET-30-PASRFS,0.220740488361202,0.0627621648303887,0.824611060886783,0.314467760502989,0.6923940071362379,0.18515327661906802,0.6479321600581851,0.214702852071735,0
TARGET-30-PASSRS,0.9500084715018969,0.8138363330409341,0.8323050384746259,0.811909965446021,0.8879021503532142,0.162170728856838,0.975671945192145,0.20799838514089103,0
TARGET-30-PASTCN,0.193056217995148,0.0255936970170008,0.619297836091896,0.225777647034418,0.896380384374021,0.211592432742899,0.925679850055619,0.16653248397289702,0
TARGET-30-PASUYG,0.48792541356134705,0.8546812825974991,0.215073856329697,0.678840564449385,0.831084052453634,0.7455375911314841,0.922169898252687,0.337172621088029,0
TARGET-30-PATGLU,0.42017050029765596,0.0331986715435332,0.0589240202490769,0.36275536121074,0.659716098789612,0.440030172883962,0.351677520147326,0.38080373335509005,0
TARGET-30-PAITCI,0.863144714461091,0.6831298962440648,0.19490114482657198,0.43352553997819604,0.676692290930202,0.591222359179888,0.404535689638592,0.443454831340125,0
TARGET-30-PAIVHE,0.51771160014559,0.0320671426978563,0.42164945755663397,0.37425056003313795,0.8964617020745429,0.4853693948030129,0.34929423428080203,0.25985218821379397,0
TARGET-30-PALETP,0.42415725951075106,0.230675002859249,0.522534439445808,0.511688542032646,0.916231860440852,0.472778951629731,0.850310889354362,0.504188312433863,0
TARGET-30-PALSAE,0.813944358038959,0.6591961600004721,0.319977286213951,0.601777025173998,0.875697580214933,0.460892888707169,0.9631026133435721,0.46957228123084,0
TARGET-30-PANWRR,0.7383424355128659,0.589522419437459,0.5306318028317151,0.633765605024874,0.6615753536118821,0.58034662533394,0.7183599073117751,0.614731796924131,0
TARGET-30-PANYGR,0.11926476051580699,0.5969773403811529,0.710133918670685,0.43909817654758504,0.27235620444264497,0.452128303504878,0.13086115884492802,0.122812608011176,0
TARGET-30-PANZVU,0.665670500114669,0.6981787818141889,0.5272165618558939,0.37727587595428297,0.640144262644808,0.258956724459995,0.611764517548655,0.265040223735615,0
TARGET-30-PAPBZI,0.31516999124788503,0.8065935584765509,0.575432617949903,0.7831081315544599,0.27509975473048603,0.425411258009871,0.6167300675022349,0.895815299341197,0
TARGET-30-PAPVFD,0.336982344598639,0.0255518060383679,0.8393350382077521,0.284104390375148,0.9603816486632271,0.24411625758548003,0.714604068484887,0.169593321790916,0
TARGET-30-PAPVXS,0.263448374576678,0.0364984883548836,0.491095358916812,0.304972835599432,0.906811497071339,0.787598102771719,0.27165527232970604,0.34296544920174005,0
TARGET-30-PARDUJ,0.367412410978949,0.166152147975626,0.420103211303975,0.283621232397878,0.885693415393507,0.40407584848317996,0.373064484402733,0.31835547907356704,0
TARGET-30-PARGKK,0.8637639884823349,0.0677185041731222,0.7334910940847829,0.34434055417819703,0.880488906785282,0.326537954414398,0.609898966472293,0.270507840476448,0
TARGET-30-PARNCW,0.5595383162627829,0.42450759673625,0.5589783883914139,0.665676598993037,0.86724591175265,0.45135497744150294,0.963136984528032,0.511703065159072,0
TARGET-30-PARURB,0.696536337073961,0.558466377476235,0.0672756117649968,0.759084237398008,0.454795475968569,0.98800887718182,0.273647253032548,0.702651786043652,0
TARGET-30-PARXLM,0.8621309214579621,0.615107122692813,0.0446499342626184,0.569398399165101,0.7832136005566991,0.666249336089201,0.7347125693401569,0.50600482241583,0
TARGET-30-PASFGG,0.450796303931664,0.308437273086742,0.34889551068464697,0.530012387188776,0.9097803878718409,0.580738504306291,0.8682500881522329,0.506630796758261,0
TARGET-30-PASLGS,0.32271834131461197,0.649452900886684,0.135665955228049,0.35982196859968896,0.9064799025377099,0.35500292498904495,0.791829232192566,0.582580342126051,0
TARGET-30-PASMNT,0.0525226000701387,0.9419916717647192,0.846261320526601,0.486890599042669,0.876766610643249,0.0201948227761319,0.818199696707223,0.0504579037643984,0
TARGET-30-PASPER,0.7139206175622429,0.21521999394807997,0.11014321126935499,0.508183864609222,0.7492042214882879,0.527559267933682,0.971935586511347,0.474282340732237,0
TARGET-30-PASXRJ,0.509730694704407,0.23157711623710603,0.109286184340335,0.523899485130445,0.853336139170783,0.528870566024218,0.514634658386661,0.47244778417593397,0
TARGET-30-PASYPX,0.51688659968808,0.146526683964094,0.503873431770255,0.5068724565453351,0.9176302933027379,0.417620670766735,0.308213813399707,0.5471312463970871,0
TARGET-30-PATDXC,0.5966337103346611,0.585789444327514,0.24873872336154998,0.48633712218929404,0.8678982608732819,0.5375610146067029,0.647136877315358,0.538965829697395,0
TARGET-30-PATFCY,0.5442790795976901,0.71393151605888,0.631401444571162,0.6819499147568131,0.7986652887627942,0.9740843569671971,0.6334429590928821,0.393315309935243,0
TARGET-30-PATHVK,0.402871827262334,0.254138198207082,0.7866448502431591,0.6008437286231839,0.8280262041876579,0.24769073776824502,0.9618341783834359,0.80961367748253,0
TARGET-30-PATNKP,0.439557821202728,0.867877016972621,0.6941253744177459,0.7448866899934371,0.6876920608607622,0.0804577414002615,0.958551827179205,0.347401288834164,0
