,cg06674436,cg02691035,cg17766305,cg27324128,cg15858166,cg24068468,cg19301114,cg05647756,cg23930334,cg09227621,target
TARGET-30-PAPTLV,0.9821410166933671,0.8760095711728909,0.197195669873911,0.0952666694043682,0.840555137637787,0.10488946532012901,0.10527958503182501,0.9268745408329971,0.0202851832095079,0.212030836371132,1
TARGET-30-PARABN,0.9844121189132379,0.909655109849743,0.14440827614267499,0.0722105747354682,0.484652438066848,0.0805220697225227,0.10642805677344801,0.7179150698450399,0.0217460071894224,0.17431205944918698,1
TARGET-30-PARSRJ,0.484145239950651,0.579199925868482,0.5438832655410549,0.21619546281825502,0.7632035135277191,0.7052594558881881,0.0977525503313267,0.9817062651063271,0.16895691579504002,0.0324960985233701,1
TARGET-30-PASCLP,0.9861377905996349,0.9423484595043679,0.105572221562699,0.13399373828987102,0.7688556410524671,0.0501671361547235,0.0982720154915669,0.951629629026181,0.0206374050149686,0.8886453674053421,1
TARGET-30-PASJYB,0.989270747197783,0.962214045561907,0.465644530915411,0.12757543359967802,0.8848243028694358,0.066974255567664,0.101560644601075,0.9799405993413342,0.0139445236855652,0.8002955978705749,1
TARGET-30-PASNZU,0.988635660503769,0.9634001442059978,0.10705627563816801,0.14994864319569298,0.9033630262245621,0.0465581515991802,0.0804487978457748,0.940305373903024,0.0487841528257644,0.800672661026152,1
TARGET-30-PATESI,0.9870334214837049,0.959812954445085,0.374826903928646,0.056380559010841,0.930374453912663,0.079517494242418,0.0514464445833652,0.9841525598105351,0.0182648912826497,0.0171118812114698,1
TARGET-30-PATGWT,0.9890201870378059,0.9477397350859029,0.10183836889875998,0.10968629818814,0.9006178039590559,0.0296405898904178,0.09523523180559801,0.87792229228475,0.0148011330951313,0.771330007411746,1
TARGET-30-PAIVZR,0.983168376358007,0.8563140796219442,0.12928184014973298,0.178343017924598,0.9226655830717879,0.0590715774218035,0.126529124126657,0.9814911949690391,0.0178729694373178,0.6001067251312321,1
TARGET-30-PALZZV,0.9869532946693701,0.9556454353480358,0.05667225270917599,0.0830414982651174,0.7890089374721619,0.0339309859234885,0.0688405190455978,0.9819617480474899,0.0237424867635545,0.9301081850336701,1
TARGET-30-PAMCXF,0.984722270373505,0.955083478213981,0.15520278587769798,0.325359740809943,0.864871482807432,0.0611889317986741,0.284330548032771,0.963632818679716,0.510609936627989,0.5397794831280089,1
TARGET-30-PAPEFE,0.5381415124211351,0.365139375229345,0.7175547704496971,0.35444284335110404,0.7159060640127359,0.173133547520478,0.31397841040133895,0.473360935487297,0.0185694554917349,0.0268064702357082,1
TARGET-30-PARDYU,0.9893863617864759,0.9659764570504821,0.0534231118885605,0.198504763545706,0.9134560005899879,0.0351576877187652,0.0809600429096265,0.882437391527928,0.0172470536428757,0.5398329081058529,1
TARGET-30-PARETE,0.4475047029641121,0.876249911406755,0.485372273152626,0.573196717939079,0.764185028308226,0.0508198935893296,0.131377908028558,0.847569327574847,0.0154991887726656,0.0342214783641088,1
TARGET-30-PARIRD,0.98355131788529,0.668023060508662,0.31063115570140504,0.163792976318486,0.838869606047975,0.106776523657453,0.289143136884302,0.955719576014445,0.0181697977641513,0.339477116591087,1
TARGET-30-PARNEE,0.9858032070491409,0.9584789603078091,0.169790854851074,0.203895320876524,0.6274701433098879,0.0417588161335037,0.140232648118026,0.385437363165568,0.0217790043716431,0.7982979243949672,1
TARGET-30-PARRBU,0.9529404631639291,0.96142132062389,0.17786175773206198,0.18240731334194799,0.859571300044246,0.0263970868742298,0.144904862473819,0.7255882569541159,0.0415607977023305,0.12146963982676,1
TARGET-30-PASDZJ,0.9906203853412929,0.586390004687737,0.337074705066614,0.45417308682312896,0.763251423293722,0.0521700648417396,0.6589469266278121,0.894840362285497,0.0458796500187073,0.376307520797114,1
TARGET-30-PASVRU,0.99104614761703,0.9645535376973571,0.17651041002899803,0.20948096742571104,0.8641880403878429,0.0303472252832107,0.137297463452466,0.758487097831323,0.019643216619922,0.7556363922586851,1
TARGET-30-PASWFB,0.987920745740725,0.96292765563796,0.176229914286519,0.0624053189901488,0.884589246316158,0.181197936103079,0.0406943233111438,0.8364676348618659,0.0251481353946198,0.6622056330714361,1
TARGET-30-PATFXV,0.9886294920632241,0.9654089214344691,0.0649074558149671,0.16790338857431303,0.9070159374512479,0.0435331104472502,0.11012000715523598,0.726595161005913,0.0186801775183849,0.7763868881129201,1
TARGET-30-PALCBW,0.9606256606892809,0.8436970574308342,0.151817867600362,0.376643285438741,0.5992759027387211,0.13632308381353098,0.18384282743494199,0.694267281753542,0.115221655023855,0.0161276162280122,0
TARGET-30-PALNVP,0.383758364706609,0.903178866252908,0.0678964246322079,0.7217260325424409,0.402934069666327,0.6072670771325649,0.15803570185003601,0.271207385317153,0.24520535553252001,0.0207600437879557,0
TARGET-30-PALUDH,0.566659682883248,0.18525655111204603,0.6391600777270451,0.25406346876024,0.24191053630129003,0.5630753253657951,0.483299593621262,0.100005436363435,0.889215471926993,0.0263772496651056,0
TARGET-30-PALXTB,0.7440863144965899,0.676444177775856,0.614735316696412,0.388663444517945,0.316318589009979,0.44772629306389505,0.75057263659328,0.360462317794936,0.44005758494182295,0.0374037666054551,0
TARGET-30-PANKFE,0.8609998438220949,0.6567177031203709,0.36449346706103797,0.49093307158949206,0.5973178911266811,0.0641994040639364,0.60575376330819,0.692015537890684,0.145854333287057,0.0181372826186021,0
TARGET-30-PANNMS,0.48822077984522105,0.22951483582787197,0.8973086136056649,0.8117591507327621,0.47646884819433294,0.475593322698092,0.8855032303592341,0.32117212922979305,0.7670877330568839,0.0201686807669612,0
TARGET-30-PANRVJ,0.333169267991545,0.31359201273706,0.67819427740823,0.8106069895316371,0.7442344101212199,0.7557664835086291,0.7314828614205071,0.26481075409598703,0.696337026003798,0.0306163807846764,0
TARGET-30-PANUIF,0.32768245304078103,0.275140711451089,0.773193039667,0.720531885696172,0.368801054049204,0.773650578858905,0.8249172137704108,0.36193660881461703,0.776181729243353,0.0211395654713453,0
TARGET-30-PAPEAV,0.461343613804219,0.33134204775894205,0.0852592694643591,0.21336786914435896,0.293025042727861,0.389571362814045,0.47888689803339707,0.474511936135993,0.19729548568445002,0.0223734865991568,0
TARGET-30-PAPUAR,0.55761434375937,0.42588591078029,0.509911363500906,0.5916051529216241,0.550483213640863,0.301013251439161,0.7495192590705221,0.514616140412569,0.28880333689862603,0.0352405565815273,0
TARGET-30-PAPWUC,0.695791059971071,0.6498217081789289,0.6566204568122579,0.446990376768485,0.814808321187141,0.52101205808226,0.61497718454159,0.956728219988569,0.44345152820865297,0.0181102011647532,0
TARGET-30-PARACS,0.30055760954108,0.294666461913317,0.134744462851418,0.880120814947021,0.46986508575027297,0.280940010563285,0.47972874949309996,0.30667952664478904,0.882862686482609,0.19541850394269197,0
TARGET-30-PARDIW,0.42383647398063207,0.430489427308978,0.702762103871557,0.7586462223116759,0.3732265793493789,0.742229571472674,0.792862238327249,0.33024828387824295,0.777571761202664,0.3406048270241451,0
TARGET-30-PARDVT,0.43572432930135296,0.611528805571056,0.46364563217183596,0.266604193257249,0.25987964335498104,0.531858512619759,0.788645474284513,0.329054861864799,0.662319075577833,0.0229598256071093,0
TARGET-30-PAREGK,0.516097606297349,0.8926599320211421,0.15812073850223402,0.34976693748540605,0.6138985095254611,0.701749863393601,0.759864499443697,0.45035274262178293,0.0955860779134044,0.138561794585776,0
TARGET-30-PARGUX,0.0342322367564053,0.39656103019944505,0.821547999455736,0.5662162121598051,0.5325129017373771,0.36481678864643297,0.22347702181310103,0.235679047688191,0.014446585046745999,0.01757943840063,0
TARGET-30-PARHYL,0.459240310397451,0.890736010702505,0.134799787035851,0.14116801372316198,0.49788220366941793,0.5229354671191111,0.216869637063093,0.7666194786756271,0.5762823202898,0.0363133070366892,0
TARGET-30-PARYNK,0.56638818386165,0.33275685818979306,0.735670427051886,0.7803219160138141,0.6549448832444991,0.510759894992624,0.586291612580239,0.591258869106701,0.7509723876889252,0.17422227833841297,0
TARGET-30-PASAZJ,0.8331299938892521,0.527196026705101,0.532030046025245,0.3703685607841189,0.5556107798224179,0.24156727208250198,0.7282856702074691,0.702278806608363,0.629096962716433,0.40445062724909603,0
TARGET-30-PASNEF,0.46752489035358796,0.259761937313453,0.49911531307201507,0.8802205657845951,0.222154849070293,0.249523089199186,0.437454677848714,0.17098840770586599,0.7355614945591881,0.0147061268236192,0
TARGET-30-PASTKC,0.608105639791176,0.253910798460315,0.19778316955345898,0.851135646255323,0.31530725075015503,0.7568140951526651,0.7617950002348242,0.216129182563262,0.8463327687329459,0.0357133078888425,0
TARGET-30-PASUCB,0.988137036669351,0.945528755988631,0.12671766067715198,0.16973755838618498,0.927805610385321,0.0580596241239651,0.145425063891354,0.9702153991812159,0.0140667027524356,0.344884650731847,0
TARGET-30-PASWIJ,0.44364953926864,0.32387928924964005,0.729266423773085,0.695285344423851,0.383048938824746,0.574401491126078,0.7655091847016509,0.358030091552039,0.7133188239486159,0.309063479149766,0
TARGET-30-PASXHE,0.137747836428935,0.150149603944979,0.4182242201784821,0.386382359011892,0.286110598237776,0.0782326075744326,0.440644872167181,0.111845474882276,0.222445331280994,0.0220206268025899,0
TARGET-30-PATCFL,0.7935562782879959,0.487507476020434,0.47871885502957395,0.5519643114827321,0.64241001449208,0.120281004056427,0.7587086196567141,0.7464190859203058,0.24642423576613698,0.021682679454214,0
TARGET-30-PALBFW,0.457790765858655,0.5057900997418859,0.383173503775514,0.468658489225846,0.332094215631928,0.328417210507513,0.5226922412508069,0.366172489895815,0.608633473325456,0.0231264393870844,0
TARGET-30-PALHVD,0.5406759027625999,0.26942871741487195,0.933574357811355,0.302243920499773,0.368724975382037,0.8589101815050941,0.8526687962402759,0.5037025105100539,0.899728740490362,0.19480198384332298,0
TARGET-30-PALIIN,0.45619898244286106,0.9095325100693871,0.6154708334505461,0.27570583461315995,0.41854393172867405,0.6754117970086971,0.604555078983151,0.291571476513885,0.6844206578304921,0.0206843478835644,0
TARGET-30-PAMYCE,0.49427870438948707,0.14073729302507199,0.892616848490442,0.88242521223534,0.145894792626513,0.292988351519012,0.503703846594324,0.10638889667897199,0.931311692304499,0.0197258422767374,0
TARGET-30-PANBSP,0.5870479123977571,0.978212772921816,0.795447207286693,0.16289938103908802,0.927134661280087,0.9172752134511569,0.101808410682946,0.9816791748389531,0.631777638882951,0.0184973940030457,0
TARGET-30-PANRHJ,0.39931660651256606,0.8254588600634991,0.10777800687383302,0.25867976247367397,0.5235023068110349,0.323312924143503,0.8132395431100509,0.8169865217174309,0.7580105539108409,0.0222962810488691,0
TARGET-30-PANRRW,0.986673942598294,0.625052495562118,0.43479784447827,0.7446282936350308,0.371591971294331,0.5607941144732901,0.834107849596756,0.44463860366333097,0.672596866045683,0.0404036559831279,0
TARGET-30-PANZPV,0.5710862502400931,0.43816311546467207,0.441064037565511,0.6251858656923829,0.414872149438983,0.644689673638943,0.397093692703042,0.5113522744440411,0.563463009147849,0.0197234637787617,0
TARGET-30-PAPBGH,0.9898562921128701,0.97586502511151,0.10496885972211302,0.406048339234508,0.7062758103173141,0.0268115736780868,0.0744673194823831,0.9638130533750521,0.0148683518992973,0.492393777192402,0
TARGET-30-PAPHPE,0.732180207573251,0.797387291778578,0.549445682508181,0.625189365264864,0.28218815094099703,0.4076521408070129,0.628085205250224,0.357807286624615,0.48365879995103905,0.0237543589613026,0
TARGET-30-PAPKXS,0.104692414892387,0.9646878708335981,0.8034605604956601,0.298195663762535,0.53072112415015,0.8843699935416959,0.46043882408270004,0.570127413238034,0.9582692066987472,0.023489689243556,0
TARGET-30-PAPSKM,0.9868095447513209,0.6185121479534139,0.733543119537175,0.34947273456081396,0.44811333944288,0.563694710133725,0.869105410646905,0.392784714867199,0.304615514192414,0.0350455220591793,0
TARGET-30-PAPTLD,0.527826719156706,0.47071357024675897,0.7399844529808779,0.6974053541203779,0.48794528198111103,0.27734523773914194,0.651932134159988,0.406016035501956,0.5859726745100661,0.0203907227854332,0
TARGET-30-PAPUWY,0.476677114251969,0.28789846554409804,0.421868556999076,0.377569548115526,0.239640297468952,0.33647795738454805,0.39479995302341997,0.39528546457895397,0.6340559615905921,0.0128926183958685,0
TARGET-30-PARAHE,0.281656394033589,0.6447590458841129,0.33033872703519607,0.6321609822954971,0.495439838214418,0.0734877120116579,0.6969436780038841,0.281653410777817,0.25857804501429105,0.0528491454955038,0
TARGET-30-PARBGP,0.143465620623786,0.16517684530523802,0.888158056386054,0.9293779026179029,0.23713291892265498,0.882171988484386,0.8988487589824771,0.11745731885746799,0.9370130702060001,0.0209887083550244,0
TARGET-30-PARFWB,0.28215756988731605,0.169393479417384,0.698586769905487,0.887957879947886,0.39979583415435205,0.8385236956515799,0.8050435400021,0.2845024707183,0.86747202540336,0.0515099155011114,0
TARGET-30-PARGDJ,0.213954903448459,0.38587812159171997,0.0901860802899353,0.257358841031298,0.300946057152343,0.130867537602612,0.342208332364049,0.1746105713227,0.47538663751020094,0.026073694754267997,0
TARGET-30-PARKGJ,0.144332424747565,0.5132647855396311,0.855147859734955,0.682653780329465,0.52169113599395,0.6737353030833728,0.207217075295534,0.194456370027775,0.7619166656197449,0.0522555900733944,0
TARGET-30-PARSBI,0.49833373016733207,0.547020929082374,0.5585704628506191,0.667822008600008,0.48176279346205,0.86944569811718,0.6621593536658461,0.223942008400377,0.903297424561121,0.150592492389103,0
TARGET-30-PARVME,0.59442678442564,0.28698419602792496,0.869553126236083,0.6069871449079979,0.30589440942083507,0.7980623255782969,0.671266900179945,0.278664482280492,0.727818833656599,0.0242217935598351,0
TARGET-30-PARZIP,0.346944867473725,0.24932408851831303,0.27471837123827203,0.759125136869403,0.503538704135803,0.454269231867745,0.7602199666151601,0.35754476366261795,0.506027948415143,0.0344586562767996,0
TARGET-30-PASATK,0.547043927841515,0.16092272698583898,0.7434309452578209,0.7384484079322919,0.36771058337553797,0.68014405056362,0.8229756921578729,0.17884712629273702,0.743481620340085,0.031188205901046,0
TARGET-30-PASCUF,0.67804242250803,0.159568133479763,0.20426169133520303,0.310482188399779,0.403681284153257,0.860002174578629,0.0975125975070373,0.413288152761814,0.9225405995258309,0.0386939827553313,0
TARGET-30-PASGPY,0.269996930064418,0.268850667483445,0.826144418541912,0.8033988964625091,0.8516458490248141,0.8325321491816229,0.759050388040375,0.329529265118073,0.8065969677409859,0.0245689906155202,0
TARGET-30-PASKJX,0.276906796922116,0.243299161994882,0.524947938758154,0.8557265837665291,0.488411403027355,0.8870124089259079,0.8850276967581171,0.191275741157545,0.8663274134300959,0.0483622066732543,0
TARGET-30-PASRFS,0.18515327661906802,0.220740488361202,0.5685420680391999,0.844904579204757,0.314467760502989,0.824611060886783,0.31672066231461105,0.214702852071735,0.514845137099533,0.0245348332963574,0
TARGET-30-PASSRS,0.162170728856838,0.9500084715018969,0.8654989382302549,0.20060259687362303,0.811909965446021,0.8323050384746259,0.7671828695299331,0.20799838514089103,0.41842192483716706,0.0203145401596587,0
TARGET-30-PASTCN,0.211592432742899,0.193056217995148,0.854079965059544,0.851697547557387,0.225777647034418,0.619297836091896,0.922224873540361,0.16653248397289702,0.8887874481853589,0.0238133692929121,0
TARGET-30-PASUYG,0.7455375911314841,0.48792541356134705,0.7275483899322741,0.129351729735374,0.678840564449385,0.215073856329697,0.75011345897717,0.337172621088029,0.7323220100524541,0.568669957790938,0
TARGET-30-PATGLU,0.440030172883962,0.42017050029765596,0.49869017995878206,0.6430401636287161,0.36275536121074,0.0589240202490769,0.16513378066674803,0.38080373335509005,0.6620995607632529,0.0234564221787428,0
TARGET-30-PAITCI,0.591222359179888,0.863144714461091,0.11156853872258699,0.7609913128041519,0.43352553997819604,0.19490114482657198,0.189761800485298,0.443454831340125,0.7435109058867561,0.015761395184651,0
TARGET-30-PAIVHE,0.4853693948030129,0.51771160014559,0.786443310811747,0.660391936332575,0.37425056003313795,0.42164945755663397,0.469462620932863,0.25985218821379397,0.818890069185831,0.0265563784578972,0
TARGET-30-PALETP,0.472778951629731,0.42415725951075106,0.7135322518237109,0.721122859142052,0.511688542032646,0.522534439445808,0.7740356216560871,0.504188312433863,0.694918066730967,0.199560733976085,0
TARGET-30-PALSAE,0.460892888707169,0.813944358038959,0.707501039577885,0.1501708683969,0.601777025173998,0.319977286213951,0.728636654061222,0.46957228123084,0.41271859590343996,0.019502634715586,0
TARGET-30-PANWRR,0.58034662533394,0.7383424355128659,0.624809543346598,0.40559836007055394,0.633765605024874,0.5306318028317151,0.585421999005673,0.614731796924131,0.596613612061658,0.545971897792847,0
TARGET-30-PANYGR,0.452128303504878,0.11926476051580699,0.129713866694441,0.488101755187335,0.43909817654758504,0.710133918670685,0.456215311993927,0.122812608011176,0.840982389899089,0.0796208899815371,0
TARGET-30-PANZVU,0.258956724459995,0.665670500114669,0.14298182937843398,0.845786613635637,0.37727587595428297,0.5272165618558939,0.869035922303308,0.265040223735615,0.703997985459521,0.0214468206872855,0
TARGET-30-PAPBZI,0.425411258009871,0.31516999124788503,0.766727090333579,0.37618759330528795,0.7831081315544599,0.575432617949903,0.11785259706167302,0.895815299341197,0.6560530744413741,0.3263707185916961,0
TARGET-30-PAPVFD,0.24411625758548003,0.336982344598639,0.910868258557463,0.9097494203714879,0.284104390375148,0.8393350382077521,0.893199230478326,0.169593321790916,0.9081467074522019,0.0194436436027502,0
TARGET-30-PAPVXS,0.787598102771719,0.263448374576678,0.870205195487223,0.6179666001023549,0.304972835599432,0.491095358916812,0.577963047295881,0.34296544920174005,0.747353313298877,0.456815138426871,0
TARGET-30-PARDUJ,0.40407584848317996,0.367412410978949,0.6071823077692651,0.41919820110245004,0.283621232397878,0.420103211303975,0.747496027463745,0.31835547907356704,0.7101400734133599,0.0214708002894612,0
TARGET-30-PARGKK,0.326537954414398,0.8637639884823349,0.464398220837832,0.7801731630274481,0.34434055417819703,0.7334910940847829,0.8447747266438891,0.270507840476448,0.694722242250503,0.0195597336209653,0
TARGET-30-PARNCW,0.45135497744150294,0.5595383162627829,0.681273704187973,0.7725899016047489,0.665676598993037,0.5589783883914139,0.857138446409871,0.511703065159072,0.617386525672594,0.0223848531705556,0
TARGET-30-PARURB,0.98800887718182,0.696536337073961,0.31252080419251693,0.24847135425407899,0.759084237398008,0.0672756117649968,0.15715701999588,0.702651786043652,0.0148145398835032,0.0213099740187703,0
TARGET-30-PARXLM,0.666249336089201,0.8621309214579621,0.0662200997317029,0.26401987180324,0.569398399165101,0.0446499342626184,0.216634667311789,0.50600482241583,0.10235586454301801,0.0216335454520293,0
TARGET-30-PASFGG,0.580738504306291,0.450796303931664,0.6862824716252189,0.729509585746567,0.530012387188776,0.34889551068464697,0.890272570824472,0.506630796758261,0.288496366437067,0.0167173825139016,0
TARGET-30-PASLGS,0.35500292498904495,0.32271834131461197,0.576037439403828,0.39805320997678495,0.35982196859968896,0.135665955228049,0.480062344880223,0.582580342126051,0.6981624044614979,0.0235036125461173,0
TARGET-30-PASMNT,0.0201948227761319,0.0525226000701387,0.7392491545038501,0.9206819354320881,0.486890599042669,0.846261320526601,0.8532605657748441,0.0504579037643984,0.9647141022466071,0.0253041989026173,0
TARGET-30-PASPER,0.527559267933682,0.7139206175622429,0.24146339833993397,0.33700958876643106,0.508183864609222,0.11014321126935499,0.225600451264256,0.474282340732237,0.13915902542832698,0.0186632590155047,0
TARGET-30-PASXRJ,0.528870566024218,0.509730694704407,0.350522240121414,0.623055514098782,0.523899485130445,0.109286184340335,0.8086702949062109,0.47244778417593397,0.45777967308676293,0.0225757325407393,0
TARGET-30-PASYPX,0.417620670766735,0.51688659968808,0.641189305577903,0.551620680917041,0.5068724565453351,0.503873431770255,0.313354323674225,0.5471312463970871,0.0166355469215277,0.0544359340553751,0
TARGET-30-PATDXC,0.5375610146067029,0.5966337103346611,0.8575725797565341,0.24515358493745104,0.48633712218929404,0.24873872336154998,0.5255755033815379,0.538965829697395,0.0237392299236778,0.0632994032110815,0
TARGET-30-PATFCY,0.9740843569671971,0.5442790795976901,0.742868523545087,0.759072780016006,0.6819499147568131,0.631401444571162,0.72399012531668,0.393315309935243,0.552566181745841,0.023564239281112998,0
TARGET-30-PATHVK,0.24769073776824502,0.402871827262334,0.48542143777355395,0.219445852302406,0.6008437286231839,0.7866448502431591,0.831681276737708,0.80961367748253,0.835320331360067,0.29021187519083697,0
TARGET-30-PATNKP,0.0804577414002615,0.439557821202728,0.120358738513241,0.9152742362380691,0.7448866899934371,0.6941253744177459,0.8825948478605109,0.347401288834164,0.8236850848688051,0.0297117394309862,0
