"","cg06419212","cg01123946","cg03172657","cg02691035","cg08316009","cg08935864","cg10398761","cg07215234","cg00623015","cg06615999","cg06934654","cg10512427","cg07944420","cg06245181","cg00759803","cg07706680","cg10453148","cg26436136","cg21450829","cg27324128","cg17701886","cg01720186","cg15510249","cg19998675","cg04468081","cg13779868","cg14426660","cg24068468","cg27367170","cg19301114","cg23244761","cg26872907","cg15858166","cg26691533","cg07433411","cg15780870","cg00055764","cg17766305","cg04812509","cg05339066","cg06118999","cg18192294","cg06981182","cg11861709","cg06079710","cg15972243","cg19323951","cg23930334","cg21515023","cg08295072","cg21612170","cg08934976","cg06942978","cg24908166","cg24131141","cg01256882","cg27298526","cg06560300","cg06674436","cg11832804","cg08994336","cg07728485","cg13995918","cg04524431","cg25518571","cg17765437","cg16750953","cg04777612","cg13162581","cg05647756","cg04273303","cg09227621"
"A15",0.926048939059845,0.859342949984543,0.949635624218427,0.826508472911902,0.852604930462074,0.915475669526527,0.967371386831176,0.970740493038797,0.74768940284658,0.932803458766974,0.967818066104813,0.899486432120904,0.909852891210399,0.899539647233925,0.851007009573999,0.982994163590904,0.920796985412646,0.254653289761446,0.296863803766711,0.146653173083831,0.032051197698775,0.044563057691067,0.048513282074003,0.048041293803183,0.2523257231191,0.125045173557757,0.112987869756841,0.052930617953124,0.040466864691544,0.094814636834806,0.135570362904712,0.047455400066825,0.85427478237822,0.799917615473111,0.981723794815547,0.987293059496569,0.861702960283745,0.054666364551087,0.396997832844872,0.697317072155122,0.586154321086943,0.524444844980136,0.720968336816282,0.641238482270676,0.813480974827073,0.785623085269466,0.02952879857285,0.023880111964189,0.951498931781923,0.86761470939291,0.883355469407716,0.971474013266582,0.777606963796442,0.958168558588836,0.965576624627304,0.885929096525516,0.964339281717927,0.984178791441184,0.984479965789163,0.941657322776748,0.978579644175113,0.980149615868899,0.974559614942994,0.964085226089407,0.951118931224537,0.650985394206919,0.793520564846453,0.985190203558455,0.984735323907803,0.943236774152672,0.583681797690751,0.611913129985157
"A16",0.92759700658461,0.848675118385732,0.951183535347737,0.929009995613677,0.928325956706187,0.868807637998103,0.969092983339291,0.982935131882522,0.884143554356603,0.882664553957128,0.985207912053144,0.892006360793031,0.914632037170058,0.905734550794935,0.947870498838195,0.98612976779461,0.966013393796102,0.20556329056391,0.278085339800641,0.161115070847102,0.0596112869717,0.120614495613769,0.05674152391219,0.098769088849931,0.087861598340589,0.331286046894455,0.126852671229317,0.040157088158571,0.04188653160465,0.110102293690127,0.017205059284068,0.0194217514789,0.866670236546996,0.817050064159275,0.978879816645017,0.987032637292852,0.784600599337369,0.094176533770625,0.907269882288817,0.946184645421479,0.908309365799161,0.935312089954017,0.939273934904891,0.81757577947749,0.911760326324472,0.937415391753932,0.016981853839561,0.023915110090344,0.965126938488476,0.938380087117979,0.873331160443583,0.971420901978283,0.9602775246497,0.972221362901493,0.975475032152657,0.89018154934138,0.965403592586929,0.979214280200054,0.989742596640436,0.988952379947029,0.973324410867097,0.987463745767003,0.984626518785706,0.952257440674939,0.977542535037101,0.925280255956218,0.953660045429057,0.987941264288262,0.98036020210156,0.855571566565016,0.649051719936018,0.769795280811892
"A17",0.947904249740749,0.926406150136155,0.951367015382709,0.935696095413657,0.915645059713908,0.578050095884146,0.973122640837961,0.97485226303452,0.910415667597895,0.972932748217049,0.953688733131805,0.936121411046513,0.889483538346559,0.895394834034927,0.900779535314688,0.883937645427774,0.904371511591386,0.218540814459345,0.262179981044354,0.12526436313928,0.055795555589101,0.071466081889614,0.048588959020696,0.05262896045102,0.182331934246644,0.649408341660823,0.474184126831593,0.12296326284223,0.086924647072731,0.096823751188061,0.020133453204315,0.018395968292448,0.879888880803315,0.848425766745045,0.989682339982585,0.991731013017145,0.943046138693445,0.142646479664681,0.817661077045951,0.890725689661449,0.896810817723625,0.779944843607376,0.932786574481788,0.887768372739884,0.876219782867727,0.819302222848445,0.023398288032931,0.020982981350287,0.954484397641683,0.886762961526858,0.946926021417941,0.910454674849345,0.749443111538167,0.919324907866264,0.538739151445866,0.66713875610759,0.712719813077014,0.978979049899134,0.978500153987659,0.775977970061402,0.963897377123087,0.828668114982646,0.954287006220342,0.86749658461621,0.850540337693051,0.685736528790162,0.737402666278943,0.988741045115544,0.984357192370223,0.905294216619429,0.025631169570908,0.024544166601682
"A18",0.935746772652466,0.920804617177145,0.951555948743092,0.876009571172891,0.901523452149994,0.924135841322193,0.977468456739552,0.968862732152474,0.973145890045898,0.971657911636881,0.967335968862895,0.939505498427364,0.911568159059306,0.937640630538108,0.911487104418397,0.97929919693196,0.806444561872462,0.248273030506196,0.261955801349817,0.095266669404368,0.033803237176503,0.031875594860049,0.021735557064272,0.040911127232129,0.228121446995758,0.254229280410003,0.093082214079231,0.104889465320129,0.046182927425143,0.105279585031825,0.072301393968633,0.023635797594644,0.840555137637787,0.743860064205514,0.909923875689157,0.950662166586403,0.706449869969756,0.197195669873911,0.028830459161991,0.037925798936133,0.044289016361295,0.026312048887685,0.074399066564663,0.080438296878083,0.23255637220842,0.360533530846346,0.017203212793143,0.020285183209508,0.912174530440808,0.705058639884785,0.949942539902393,0.967580547766192,0.609474393845249,0.962441583904276,0.969885360277881,0.844353887196085,0.965953502644545,0.982202338407058,0.982141016693367,0.725111113917891,0.975227078287805,0.89787461324301,0.970716379618201,0.96480466904165,0.905754338050042,0.899817696670517,0.599053372952187,0.987445307936792,0.985701416452188,0.926874540832997,0.022817153179297,0.212030836371132
"A19",0.869441818349151,0.792546749198414,0.858408828311879,0.754037730540361,0.886821369215988,0.867554902190191,0.962634452801916,0.974453874507172,0.722324674416314,0.869988733414721,0.883035368278361,0.892345797088244,0.893335535805044,0.890183999308179,0.872926878932885,0.977687693671271,0.687893679823644,0.36649412122945,0.516562899867044,0.158040773978337,0.08119268136902,0.074652975782291,0.067321989636096,0.082472026721943,0.3220479592156,0.236422845418171,0.476810550165162,0.066902811862007,0.072052565476229,0.1154641071176,0.087262152680273,0.036975632678547,0.733183271279952,0.735366236295972,0.975844218533747,0.98474805350435,0.617775144635418,0.33447746359132,0.120027774866667,0.072560379564445,0.205599961356651,0.106985821362305,0.176462844111057,0.086389356258048,0.386291911380971,0.422490664989135,0.026516000141917,0.016986285196305,0.950433325739785,0.933445058781803,0.88314376999163,0.974892212504184,0.877674930893903,0.954894664185204,0.845984654588823,0.902322329182531,0.969821957741673,0.975140695410755,0.986764831801164,0.933716770598575,0.975677700199575,0.964778919554301,0.979978112436813,0.946745845166823,0.803739540432186,0.838266292342588,0.938694704088484,0.947736594536445,0.98184913342075,0.811878489623492,0.494471478068011,0.515399593187049
"A20",0.930359694549832,0.926164477068973,0.966673391241021,0.960185288887757,0.933142626103747,0.935555245199047,0.978232939447668,0.972900339608474,0.976328290830756,0.973904982480085,0.912558627282677,0.932056465667641,0.924310181609451,0.933468301326429,0.90154203684439,0.980567422837614,0.959567004122146,0.877452095500943,0.682751027661364,0.226964512864705,0.048102145785518,0.060219879813317,0.039896023979082,0.036381176275805,0.198497498761196,0.138768833197802,0.101645700647408,0.076547626644485,0.051561585151554,0.072452970535941,0.031978082152065,0.019728121049445,0.927109022360832,0.901892581922292,0.984991084484593,0.989388872765586,0.916630354883407,0.250070536703114,0.151213012754311,0.376284725203664,0.310676870383121,0.141333642506801,0.550960026504739,0.464797401989794,0.739842868069199,0.70918227234792,0.021049806805283,0.01899389068815,0.982668083215799,0.936862074004795,0.954906661402058,0.974535379936668,0.896944713694292,0.975127643533551,0.98671392048144,0.878258219516705,0.967052501214237,0.987176829591709,0.983988796312931,0.978436771081703,0.981173275192431,0.982667805716301,0.980645260742663,0.966402399144476,0.929133425824505,0.909420254097901,0.909085510964146,0.953332776104795,0.942145184947228,0.620620758998232,0.017966985512938,0.017416251544487
"A21",0.95375965400678,0.899665150086851,0.967135900047553,0.937994797884487,0.903637711589064,0.646553437085494,0.978249232857994,0.97867168253299,0.927088214882696,0.962507244608997,0.981150686026054,0.942788396971551,0.929256674163405,0.961252703473573,0.937903792806604,0.981274843733186,0.946178808999484,0.487374257187741,0.417436757025038,0.148231465350556,0.037443464251043,0.046518859670099,0.028697013279563,0.04809354032165,0.159001589312314,0.116160143447667,0.068944300448945,0.072868681423852,0.023407626966704,0.048879614683433,0.03806172967083,0.020249000672979,0.910016008514277,0.858656649392457,0.987617907240989,0.990118532255682,0.946443057403558,0.076507649043582,0.783073379735094,0.920010825791015,0.858609753371201,0.890571219724924,0.894686149282889,0.82468150132723,0.928751796775621,0.878984662283546,0.023768304772676,0.017868462472544,0.970505999111459,0.940846997506487,0.957414909147443,0.975012894517953,0.960243910586326,0.978608006607252,0.97589802490648,0.914866130153486,0.963850205389841,0.966076605761185,0.988686916556574,0.98008758496414,0.987906768227961,0.988693252298978,0.982837819927757,0.961936465858125,0.946448113441052,0.889025183974782,0.922783833983939,0.989577467646071,0.990133416422873,0.983624717527572,0.016679418471439,0.100734793716845
"A22",0.869127159239589,0.886073926327857,0.936731879879515,0.879325742369422,0.871640820309057,0.8805427719713,0.962836194644256,0.971494951501243,0.901125301602383,0.91183083279112,0.966755764460025,0.903863232067969,0.896454407473716,0.917483602748305,0.908015601302439,0.976995291065497,0.898733133073261,0.275636788681337,0.308217683011303,0.1496817323201,0.073250097529484,0.068656237414594,0.045993497234969,0.055340565339278,0.154801719145779,0.268656492238984,0.133070293594825,0.051289526029958,0.053793164972922,0.090244213952625,0.02670571910723,0.013833181169098,0.833237156047788,0.814434043127239,0.959245076167404,0.980965076603335,0.929680441969928,0.202966449010647,0.188834440648616,0.472359760794258,0.427018637465212,0.25899728993979,0.588226967314111,0.431630673825078,0.633531070982353,0.516336504921697,0.02662183655728,0.024992971093167,0.52550322006628,0.694223226175031,0.716417382486028,0.881651619628327,0.340043106839798,0.737230440946982,0.34810889474121,0.653515962052298,0.52614843273346,0.828084694323769,0.870279681448852,0.5,0.877158087015397,0.787838856380599,0.653260592469105,0.871951233874894,0.411714149867122,0.661622354987775,0.539425052626862,0.937591533453979,0.956781253790417,0.803524365651767,0.021866229971121,0.08697565877266
"A23",0.894397744567018,0.911113238166371,0.964258099782559,0.909655109849743,0.882608923705796,0.873029147621321,0.96923760076721,0.96370252655286,0.848379516288401,0.905419385519278,0.952360224173547,0.924172602798807,0.905617944931854,0.85475487362498,0.911836209032549,0.976522711876903,0.840785977568462,0.412112840240168,0.308200865228578,0.072210574735468,0.040573095896252,0.034702548140032,0.030534057456612,0.055921222949344,0.286793530636814,0.301598808655283,0.185362971649058,0.080522069722523,0.062248004574907,0.106428056773448,0.110543479230341,0.038755205999854,0.484652438066848,0.621219093947552,0.905816601539313,0.936374853891142,0.950096658138593,0.144408276142675,0.031408725880174,0.159537733715948,0.188472564855872,0.060983575477722,0.217785569033304,0.212636127641618,0.396408789188605,0.65329250218513,0.019183701430448,0.021746007189422,0.838536385612445,0.781298950856611,0.931534166495042,0.948751269020773,0.855816492676522,0.969822246943773,0.920031491632159,0.893699672408355,0.968054579884519,0.981243004719647,0.984412118913238,0.919018295673155,0.978744926055593,0.941466640464772,0.97587961567896,0.95155679008577,0.932883487598809,0.806855765944481,0.851234275331672,0.97231851264426,0.979000266843358,0.71791506984504,0.028136621834571,0.174312059449187
"A24",0.925261054109259,0.879263889848782,0.953842003229522,0.965976457050482,0.86926019410224,0.854564302664613,0.974657736013717,0.981406996429487,0.939282641970495,0.960153641963068,0.972226826361966,0.932064614744953,0.919204158974305,0.881615948407153,0.94112680982708,0.983025848442615,0.944366170072558,0.285060235943034,0.248005832077485,0.198504763545706,0.048634929581882,0.073282271560112,0.05549000386775,0.081450060530312,0.078116251142438,0.146548120063155,0.115824644343368,0.035157687718765,0.029734562760722,0.080960042909627,0.01608594689561,0.011113415999593,0.913456000589988,0.782036265554326,0.986393486311744,0.991657737607536,0.728542451784027,0.053423111888561,0.953582232247249,0.961062647367175,0.946945723338915,0.964160588120282,0.951890129068699,0.896086714173026,0.944888618954618,0.895891399800024,0.019244749384116,0.017247053642876,0.978885314179813,0.83290685600605,0.898536215357892,0.963527644594334,0.928507054629039,0.714472694053641,0.569577060431632,0.749085937085789,0.664799379654715,0.978423499599272,0.989386361786476,0.871323649606988,0.976232288729883,0.976687332653661,0.972869355574579,0.966965025780745,0.963973854699992,0.907814882369959,0.738540412634329,0.986393447272679,0.983134318409154,0.882437391527928,0.310184561292727,0.539832908105853
"A25",0.918953066798039,0.905002547839749,0.927581198575207,0.876249911406755,0.903452290893679,0.878500510111617,0.959290571496071,0.97621503612713,0.930512253544417,0.964627624589399,0.955122800753876,0.933175752411607,0.910990769992317,0.913628283024735,0.92842252696594,0.568513003943212,0.93362256586831,0.912640596785641,0.891618151321491,0.573196717939079,0.205685334064998,0.306329922871007,0.126771387353009,0.179966675399446,0.934689256931117,0.402380628096403,0.139209095146411,0.05081989358933,0.054439714713684,0.131377908028558,0.03150214828326,0.022909025874683,0.764185028308226,0.741192637000394,0.863732878206722,0.917684266085369,0.915543054021173,0.485372273152626,0.746229978955414,0.868191507097806,0.856745997245826,0.787967489993376,0.915522622966524,0.819756199297395,0.921923758367315,0.883315638142491,0.015814689582264,0.015499188772666,0.117750811379814,0.448872838822949,0.361323416823434,0.476891407596037,0.32401221652003,0.539297836159046,0.116656831728403,0.480199157509212,0.325533730045135,0.436075847559766,0.447504702964112,0.417052753518618,0.51479428366457,0.535422464238595,0.401066108318707,0.443046109755262,0.361170052698371,0.515812317148377,0.551001151493016,0.95936450779344,0.943160577786686,0.847569327574847,0.024237336234418,0.034221478364109
"A26",0.944775256404871,0.897733437494586,0.933491588195795,0.883212297377723,0.917841812118028,0.783923112804883,0.960230273611739,0.984429029109284,0.870955247269069,0.951030462795914,0.985895506554489,0.939133004961548,0.936093135230795,0.892127875662637,0.966365851239394,0.976862165116606,0.939050559028072,0.239684983501556,0.324251352289524,0.275902481011124,0.066432921671973,0.119313988792573,0.084044152947955,0.10201137895375,0.134178742958565,0.27119981696092,0.184033177532398,0.027599017440867,0.040543482341208,0.188148694374103,0.034629014852366,0.037511100228549,0.772604319381147,0.875623050650973,0.982048881318608,0.988042073506161,0.902674072664187,0.119738781967569,0.421802601713394,0.494574308996136,0.573186036468662,0.197226372201511,0.815530271986383,0.604541296456165,0.814885607554989,0.677658596898773,0.017615372213349,0.019467077159983,0.926630290624299,0.640113028890697,0.715944849403471,0.931983182168085,0.24120804240541,0.816827019855087,0.810299263889674,0.659898183595486,0.531901213158404,0.973986872580131,0.989246960732643,0.884294424193275,0.97442015359146,0.940646730233791,0.806146234517583,0.917182735606635,0.923205233233489,0.936185821572008,0.733874336711783,0.988990061946814,0.98148986744071,0.945508020260049,0.492538139003464,0.595217916855441
"A27",0.927646717554686,0.768569794522535,0.84285587520113,0.668023060508662,0.914233495687449,0.852758597523159,0.971154228913277,0.96167058057313,0.896040863842389,0.791307466505227,0.754110588248295,0.901650443157137,0.890036037317707,0.815302829749612,0.92485183868083,0.981463048771658,0.816593687539391,0.531655320575427,0.588876201708112,0.163792976318486,0.068864381179447,0.10092640349633,0.055077464773728,0.073791924779253,0.486497107434024,0.192766296286729,0.373195703356444,0.106776523657453,0.101058050919924,0.289143136884302,0.319002476385018,0.151901246264388,0.838869606047975,0.847524508256197,0.983639057848147,0.985938126404792,0.867597059785798,0.310631155701405,0.170266296380629,0.18432945344151,0.535172262785308,0.159834122693652,0.534819575621378,0.259509853453811,0.745462818827397,0.680561850514303,0.027274700401709,0.018169797764151,0.912945261023966,0.717517414885111,0.636238774599615,0.937911388964173,0.348354225945764,0.755156179920717,0.857219422872194,0.871098335155952,0.939881737623884,0.935736884491958,0.98355131788529,0.751047670330035,0.973181812244554,0.885461470921353,0.97384638469466,0.927619997917995,0.741745333041314,0.715445760010429,0.678641233819689,0.98593438918365,0.983881791258475,0.955719576014445,0.131497490573208,0.339477116591087
"A28",0.944692886039896,0.938649595554361,0.949995590813617,0.958478960307809,0.934625879815039,0.933354728763347,0.969811742610843,0.987173371442806,0.969328628050543,0.978479341393378,0.970471970509723,0.944823677761288,0.93454842373781,0.948367089669133,0.947766847865595,0.976269151328507,0.958102142730549,0.398062305620691,0.495312967506616,0.203895320876524,0.091463143162828,0.114574498133615,0.046880107199134,0.091069851539442,0.092368660365727,0.392571849770207,0.166296270459068,0.041758816133504,0.037814566654884,0.140232648118026,0.018273680641551,0.012404814489677,0.627470143309888,0.668988887903223,0.909137932581576,0.935406692013133,0.776550131432772,0.169790854851074,0.121203950193281,0.063119252742778,0.194198855667171,0.060625405560085,0.257638264462618,0.176736508039091,0.420079845879333,0.414702776842671,0.025549978439224,0.021779004371643,0.977655889011484,0.532571729072096,0.759765278773406,0.9676659252449,0.802397123924693,0.967421800292288,0.972095682642522,0.882446007711526,0.933494269254347,0.980725380765346,0.985803207049141,0.805019773035804,0.974965664248703,0.90932522402151,0.984824816057971,0.927606789804721,0.7151533193435,0.927260964633529,0.863791077528346,0.672803614757291,0.636531806080673,0.385437363165568,0.836514830121448,0.798297924394967
"A29",0.40525708575268,0.376635256487896,0.149619597702329,0.370281583404357,0.372551842424295,0.412537003617945,0.618673658967577,0.361908600952438,0.366778542757763,0.368897177980189,0.395296867097159,0.333541108901873,0.336318519240981,0.226095772220018,0.458947744479891,0.368759739491918,0.351315165091116,0.913998743088316,0.901248867913663,0.629624392019199,0.394886222968218,0.406082093951541,0.306000032240692,0.341985014223478,0.923892314491083,0.384517198931215,0.196714127621906,0.083168381270116,0.043811424990306,0.247589141097898,0.234444772957112,0.069596721820234,0.725897293497617,0.762183819186073,0.836006447690458,0.856925903479529,0.845853765337466,0.423710216974614,0.085805283747919,0.111516514486903,0.20137018550872,0.039723984581363,0.262151672342943,0.194858692252836,0.377604676254344,0.341956366978288,0.020761989945182,0.087363623689216,0.378173467659636,0.406438049344824,0.359557496783735,0.595622896651208,0.288389910036533,0.538446200836459,0.259250768515728,0.445777701329091,0.312847838046468,0.489243795426301,0.45445860527484,0.400777369617165,0.603113181519335,0.552853954467081,0.417420993966512,0.463281530275502,0.417045997145363,0.437323972399118,0.327279252267175,0.980042113288548,0.979897490492542,0.882838029924274,0.027471885926431,0.057169979142548
"A30",0.899676962712337,0.919056995545514,0.949800538694152,0.96142132062389,0.81001599868235,0.918480666357894,0.957763803293857,0.983751035612618,0.938094987036665,0.96664113395436,0.840986920830336,0.928538521319218,0.942878028281842,0.966221235991437,0.949659693462857,0.986728482213336,0.920363007997662,0.277232325878294,0.488292890537944,0.182407313341948,0.070613685524726,0.098607031002952,0.065028422816403,0.094294196044864,0.138610221321656,0.299153904735184,0.128153983989754,0.02639708687423,0.029616943981994,0.144904862473819,0.028964983082767,0.010631435599177,0.859571300044246,0.790701165785563,0.934669674222512,0.972902141738553,0.753312005474268,0.177861757732062,0.577148486767079,0.486109780549033,0.612549057142068,0.448334702249058,0.716566735778676,0.490019160304444,0.619042523153261,0.573187382427319,0.03116818287309,0.041560797702331,0.685640772025644,0.745315747643908,0.877178311734167,0.719252828851014,0.332268370125547,0.665510305810695,0.32206576289213,0.705156995826689,0.879624079352364,0.956071158209011,0.952940463163929,0.526385133788399,0.678445286475949,0.699029302479628,0.693834210343114,0.921631956137455,0.714082534307538,0.797889844545627,0.747040303275971,0.975916667488762,0.971445721793319,0.725588256954116,0.029182291418754,0.12146963982676
"A31",0.942356282015687,0.909629876321522,0.890135796092814,0.852428279413064,0.908008548755082,0.936910426063009,0.941025174522673,0.980388022099569,0.947701930989536,0.965280758509639,0.92475183399231,0.915784859793281,0.910169317632685,0.944272492894173,0.939772693131123,0.981698903709265,0.931538366750812,0.788223385017371,0.667303034408165,0.279228176465576,0.096840027494432,0.196523114784482,0.082161949228928,0.125698901767344,0.701870753350955,0.651324375923399,0.247228914414711,0.178982405856733,0.108741406175471,0.195121277556124,0.098379237447988,0.039058469485279,0.838417173692868,0.807316629708162,0.976700663761255,0.988249749655307,0.894206886152688,0.437603851388424,0.812692271739725,0.749730247722519,0.762876269372144,0.768598367165581,0.854910102712476,0.672625757107457,0.805265333632246,0.64053617062764,0.247204296481452,0.299102639001654,0.873721553786984,0.831334337890989,0.880635531844736,0.926782623779419,0.866517651940285,0.960019052389263,0.89423416343048,0.888536119048792,0.883381425035151,0.949997695979313,0.943353060572716,0.665056940210901,0.961584892819402,0.823413793402428,0.95458606223171,0.8336223504261,0.781922785119255,0.829887283348376,0.855439965427049,0.971401289407819,0.973616168020585,0.736810777408273,0.038124296077485,0.240281375971603
"A32",0.723471545806177,0.704380000453557,0.573060433095282,0.579199925868482,0.543804553943062,0.688263796700342,0.680119814145422,0.632181090526938,0.615884388267998,0.65405390600722,0.647929543411971,0.726343604670188,0.716380129765251,0.533925018133297,0.744434424954527,0.691625976541121,0.611526069998243,0.581436599659182,0.575672639588673,0.216195462818255,0.057237720688007,0.091171209427949,0.046890247297982,0.115945430861465,0.301502001385697,0.782572644369777,0.870024457188096,0.705259455888188,0.707135102589042,0.097752550331327,0.025226515258041,0.016741759222743,0.763203513527719,0.871943416094933,0.985561255230982,0.988831329939655,0.886094693677591,0.543883265541055,0.060431510638405,0.048962899926266,0.091267333804076,0.048147250426618,0.11799758848029,0.110577535614731,0.139186853713281,0.169839830928109,0.029818516800019,0.16895691579504,0.398495876590344,0.354910700153656,0.365974804133341,0.482070769792359,0.317702598802752,0.447756396978832,0.221917545816499,0.424574460087026,0.253863490695124,0.478446578061315,0.484145239950651,0.356140138515271,0.5290231833312,0.560420479579311,0.444912624980765,0.537634990572937,0.497612699572398,0.494866393397303,0.551245594667903,0.987256077657975,0.985288904010598,0.981706265106327,0.021896080319277,0.03249609852337
"A33",0.922593897482823,0.875802501548508,0.953328398835617,0.942348459504368,0.898154467735503,0.890442446905108,0.964028985614533,0.979198960741436,0.819207782653529,0.969268379327041,0.983131937233201,0.928092446604382,0.901806913597413,0.929875723610126,0.926073662873659,0.982383284723841,0.962932126651422,0.191039688658779,0.248405407525835,0.133993738289871,0.055676605452774,0.106019180801356,0.057763493611673,0.090408324035687,0.092001332106823,0.30158221438869,0.135060597841372,0.050167136154724,0.031469340241145,0.098272015491567,0.018712378439199,0.012392560103144,0.768855641052467,0.890857869823732,0.98094364939261,0.989735318272453,0.92642021510636,0.105572221562699,0.169948036888948,0.449094157831453,0.454913216275996,0.24153146936317,0.684302433463836,0.503793463069661,0.734659400104118,0.725228495402337,0.021119441145323,0.020637405014969,0.975441043408681,0.91925379937797,0.908327983846291,0.967597178700815,0.831993298718266,0.976194390405321,0.953922031568742,0.893533450503693,0.878782179571216,0.975005191744211,0.986137790599635,0.982244757256988,0.965878816682204,0.985142231156914,0.98067331908971,0.962418725670236,0.985273798106416,0.939311378245561,0.949783567020941,0.984677877186926,0.981469597566956,0.951629629026181,0.90254999236783,0.888645367405342
"A34",0.846893853694498,0.817049060363753,0.588131302625782,0.586390004687737,0.923327873309071,0.944198570514637,0.975758896125996,0.984904340517643,0.969149699552879,0.982169400221769,0.836144300429195,0.951396950684778,0.878455625385018,0.871048387348009,0.92300874084251,0.984943568836475,0.944603766306374,0.759810249050635,0.796200957859855,0.454173086823129,0.121528834534469,0.193521390988436,0.169638479449929,0.137064005419855,0.78348071846657,0.410330705926451,0.172753287135689,0.05217006484174,0.073298905732391,0.658946926627812,0.571166562576669,0.362858095402327,0.763251423293722,0.769323004065065,0.885377006955732,0.901500047140374,0.911649280796934,0.337074705066614,0.085752764147608,0.03253543139416,0.131101100199132,0.029376136803068,0.218660192811975,0.171688821964526,0.312908213981819,0.405084705714583,0.019116607167078,0.045879650018707,0.969072606036982,0.952935266718469,0.926436084866185,0.972621655666048,0.975800381365402,0.966132705215524,0.968690840862094,0.89154288060453,0.960999172184395,0.971384478265308,0.990620385341293,0.986766731325079,0.970387967912237,0.986229891569274,0.986190535556125,0.961960162587221,0.982845562391849,0.952565804014863,0.941522858423413,0.989963610286503,0.980619579598242,0.894840362285497,0.269868388518373,0.376307520797114
"A35",0.956906853720507,0.926397054061701,0.966082414038305,0.962214045561907,0.926855301748682,0.934895478203226,0.980455210953461,0.978449060250361,0.975578203436845,0.977491858869609,0.985951965668123,0.948979291584128,0.941679814585755,0.933231164894969,0.92865693891815,0.987767119559893,0.978565691597198,0.280099980636773,0.183844994638458,0.127575433599678,0.048473756607414,0.085896744440969,0.036456061912854,0.058137883042342,0.192865845646622,0.529791757776303,0.228483469484045,0.066974255567664,0.061478904073047,0.101560644601075,0.020036097681766,0.014909596940689,0.884824302869436,0.874294056328641,0.989964154657088,0.992615387584483,0.970543130754839,0.465644530915411,0.085205850716179,0.052289832981851,0.107212138227133,0.059982063194194,0.097553022085371,0.118488483175603,0.191086677850493,0.243687764609297,0.018789988150742,0.013944523685565,0.98600998248576,0.943391525225179,0.965004671233277,0.97490919333158,0.890089400064694,0.982593156492541,0.975635863666017,0.931773530862603,0.941977036377676,0.979136711763361,0.989270747197783,0.989473980035852,0.978487653751079,0.989810873700494,0.98435426967063,0.968523748009425,0.984120329636487,0.939879138401285,0.937221554211091,0.991432764882382,0.989418724090591,0.979940599341334,0.633397295461762,0.800295597870575
"A36",0.924943029728955,0.911670328475423,0.96348021567854,0.963400144205998,0.918989206257358,0.873967207954754,0.973937834258893,0.984492928172642,0.822148800240104,0.940172095617176,0.965979529141265,0.890696409027085,0.930813201498355,0.94453941993893,0.94228062594777,0.984641331758317,0.967962651864142,0.284113509445375,0.28628337644402,0.149948643195693,0.048691490001793,0.066102149842335,0.0366705368891,0.056568209678575,0.097753704790631,0.258665803479223,0.090297981657725,0.04655815159918,0.040051612407763,0.080448797845775,0.020348937016414,0.01618353926251,0.903363026224562,0.886547403582543,0.986330312546591,0.99016385216873,0.865270452735449,0.107056275638168,0.843551943361933,0.906965435849943,0.921323732023847,0.844504912893362,0.909282322759465,0.83548699719374,0.91012564576287,0.868879320106217,0.029577050727675,0.048784152825764,0.980428928458918,0.943865996044237,0.870223470101257,0.958544038591794,0.94408109081138,0.977620388672282,0.985407964115376,0.869140853726784,0.96363196457013,0.98344083718263,0.988635660503769,0.973045014045637,0.979170590336169,0.983524507515551,0.982194534517118,0.956281275652513,0.977530585339795,0.944694362626558,0.939467216088808,0.989393680568705,0.988137472181115,0.940305373903024,0.778724101195503,0.800672661026152
"A37",0.956729001517376,0.941639249542839,0.946732167531073,0.937704334814797,0.920742295479465,0.92857428438327,0.941191919966984,0.97584020680412,0.974195684061404,0.96516176800568,0.963324903725112,0.923909973430173,0.935614386760517,0.933608559183392,0.949190231949251,0.986747867405816,0.960007502685101,0.416762346603061,0.416617171447417,0.155322700958389,0.05638403028016,0.109647285780763,0.050184908624046,0.154634011632183,0.177187286316033,0.529698211091378,0.125753613037669,0.065722228497405,0.048398358744839,0.16682097259883,0.073363235773749,0.039104582101136,0.865862822001746,0.738125857888793,0.759766675436873,0.769529461620415,0.692003954576533,0.162102379869639,0.579382906064318,0.414790441947135,0.575248995208392,0.423354534095959,0.691510368813472,0.454698105083646,0.547752350990997,0.528536268613329,0.118979491447161,0.167267288629785,0.936749445651565,0.927688859890601,0.904271550819723,0.962003725376415,0.878492345652618,0.967421990011347,0.963722022672587,0.864959354487933,0.90571737650248,0.956200132856551,0.986268644926793,0.981484016879357,0.971940918298733,0.971623139002588,0.970238374992691,0.905350083945025,0.972652945708808,0.903695259442989,0.928834153612989,0.243127458420691,0.175325988830766,0.273368186413311,0.024689086824882,0.035608000026903
